gps_time,x,y,z,ve(m/s),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2022-12-26-12-37-30-350,0.27428872494001055,-37.136397667614375,0.18689156040215948,0.015,-2.4636,0.0322,-0.0006630073859336589,-0.033492873861011616,3.124060069260948
2022-12-26-12-37-30-400,0.27471697502861225,-37.26037986710308,0.1884908353898993,0.0167,-2.4805,0.0269,-0.000535166172108694,-0.033317008464194754,3.1240763298827243
2022-12-26-12-37-30-450,0.27551342511709365,-37.384415339457576,0.1893901082388183,0.0334,-2.4813,0.009,-0.0011789909409396563,-0.03386514789552632,3.1243978182743044
2022-12-26-12-37-30-500,0.27716018677547183,-37.50894360374497,0.19008937432960238,0.0502,-2.4916,0.0121,-0.0023185635509098503,-0.034256293895990164,3.1247461074531864
2022-12-26-12-37-30-550,0.27945593679632985,-37.6332976138652,0.19078863875670748,0.0578,-2.4845,0.0078,-0.0036270628441759764,-0.035225904528258724,3.124949480443292
2022-12-26-12-37-30-600,0.28233887094329013,-37.75784807814321,0.19188789986937493,0.0711,-2.4927,0.023,-0.005090788038469756,-0.036317240950092776,3.1248517020545936
2022-12-26-12-37-30-650,0.2852306319821647,-37.882480675434195,0.192787160544178,0.062,-2.4858,0.0134,-0.007164525196943545,-0.03742789228498683,3.1246271958674128
2022-12-26-12-37-30-700,0.28742219017165915,-38.006630470937566,0.19438641885216157,0.0275,-2.4681,0.0321,-0.008191832469838931,-0.03806531001994688,3.12444551890816
2022-12-26-12-37-30-750,0.28825219701871596,-38.13010656012914,0.19638567772598847,-0.0069,-2.4596,0.0319,-0.006743605904022615,-0.03796555778603767,3.124276923278916
2022-12-26-12-37-30-800,0.2877188815941629,-38.25298441640274,0.19848494142900464,-0.0158,-2.4535,0.0453,-0.0045513335225757425,-0.03793699360532648,3.1242303724679723
2022-12-26-12-37-30-850,0.28656483172406944,-38.37666472787643,0.20058419656380622,-0.0202,-2.4678,0.0336,-0.0028497233720804686,-0.03696332162679511,3.1243291238428217
2022-12-26-12-37-30-900,0.2847909315788293,-38.49999542098914,0.20238345041528305,-0.03,-2.4686,0.0357,-0.0015467557777054913,-0.036770498384073064,3.1244359960426946
2022-12-26-12-37-30-950,0.2837551999691357,-38.62328504793609,0.2043827024893261,-0.0151,-2.4637,0.0318,0.0010729014688763236,-0.03696305473104589,3.1246057959840288
2022-12-26-12-37-31-000,0.2829852472189103,-38.74656024553325,0.20618195286084884,0.0034,-2.4673,0.0394,0.0029157225439590292,-0.037454032534979545,3.1246473886461805
2022-12-26-12-37-31-050,0.2830117402795622,-38.86988094909704,0.20788119998930554,0.0193,-2.4593,0.0327,0.0038762176357036923,-0.038204076541103735,3.124417171095916
2022-12-26-12-37-31-100,0.2831406570609154,-38.993125065854215,0.2092804459112756,0.0226,-2.4593,0.0304,0.0036774376889643435,-0.038573231776964874,3.124263092905951
2022-12-26-12-37-31-150,0.28423202573612727,-39.11583643397589,0.2106796924145513,0.0365,-2.4469,0.0253,0.0037552357578252826,-0.03929985798493005,3.12427820754454
2022-12-26-12-37-31-200,0.28548321276204724,-39.23867654765597,0.21177893565162975,0.0402,-2.449,0.024,0.0031535113150654446,-0.039286674588065236,3.1244483312793565
2022-12-26-12-37-31-250,0.28717059083854046,-39.36104606324497,0.2126781784614984,0.0437,-2.4412,0.0146,0.0025724233835818,-0.03937949973234634,3.1246559890702286
2022-12-26-12-37-31-300,0.28862839241784854,-39.48365531543176,0.21337741910346253,0.0382,-2.449,0.0175,0.0015707167572342978,-0.03903008876054118,3.1249178230853607
2022-12-26-12-37-31-350,0.2900756012363903,-39.6058572390679,0.21457665861815656,0.0287,-2.4427,0.023,0.001281445119063887,-0.039392328617933486,3.1250451888714967
2022-12-26-12-37-31-400,0.29073784274719827,-39.728076921476614,0.21577589640268258,0.0129,-2.4418,0.0269,0.0013188908440061602,-0.03975495204633551,3.1250427547131494
2022-12-26-12-37-31-450,0.29102922976543333,-39.84989371279442,0.21737513445599532,0.0057,-2.4327,0.0322,0.002035785305501729,-0.04049341518200746,3.124854033639941
2022-12-26-12-37-31-500,0.290679572519144,-39.971824821794996,0.21877436938715178,-0.0003,-2.4323,0.0288,0.0026047574754772943,-0.0407759047674106,3.1247347345387144
2022-12-26-12-37-31-550,0.2906892889673429,-40.09313771567697,0.2195736057746629,0.0208,-2.4172,0.008,0.002875506405535188,-0.041218507053573925,3.124816346693043
2022-12-26-12-37-31-600,0.2915766891540237,-40.21486126095428,0.2188728363292327,0.0462,-2.4249,-0.0185,0.001779015886793657,-0.04001226562379776,3.125284806154248
2022-12-26-12-37-31-650,0.29381416578066144,-40.33618302186902,0.21787206766367717,0.0613,-2.4203,-0.0195,0.0008681712932911979,-0.03894054916367038,3.125968419490742
2022-12-26-12-37-31-700,0.2966220456096842,-40.457215100624666,0.21707129977769313,0.072,-2.4216,-0.0134,-0.00040807862636132536,-0.0383546175944466,3.1265424244572424
2022-12-26-12-37-31-750,0.2995756168037964,-40.57839146560781,0.21627052873497377,0.0695,-2.4207,-0.0128,-0.0023782819111290133,-0.03765515131018304,3.1265412210352697
2022-12-26-12-37-31-800,0.3019437717225042,-40.69937027253329,0.21576975424766687,0.0493,-2.4175,-0.0043,-0.004778208173910785,-0.037131465163402384,3.126260346786996
2022-12-26-12-37-31-850,0.30322144793248107,-40.820203691055596,0.2168689804840973,0.0031,-2.4158,0.0371,-0.005101963713282834,-0.03688160208235761,3.1256390814633983
2022-12-26-12-37-31-900,0.30338127132507786,-40.93997938939278,0.21966820999648107,-0.0017,-2.3896,0.0632,-0.003651398545895187,-0.0386379066279136,3.1254215342530114
2022-12-26-12-37-31-950,0.30304309365315873,-41.06034888211711,0.22236743471340858,0.0007,-2.4066,0.0521,-0.002086889139412069,-0.039175706170251,3.125481552897128
2022-12-26-12-37-32-000,0.30195968295041453,-41.18029438872383,0.2242666580876609,-0.0099,-2.387,0.0375,-0.0018994005828152044,-0.03939859052767709,3.125932028468267
2022-12-26-12-37-32-050,0.30125065589284006,-41.300551773721,0.22566587835694207,-0.0142,-2.4011,0.0216,-0.0005151662173172882,-0.03882951238130934,3.126300941696774
2022-12-26-12-37-32-100,0.3006219773143357,-41.42029749374204,0.2266650991382022,-0.0047,-2.3822,0.0174,0.0011470167010293377,-0.03895503787482947,3.1265112350918964
2022-12-26-12-37-32-150,0.3007358864461924,-41.54009759588081,0.2274643182470939,0.0208,-2.3945,0.0107,0.002202220060051541,-0.038744764044847814,3.126329594487851
2022-12-26-12-37-32-200,0.30107054079978823,-41.66014076494415,0.22806353186677342,0.0235,-2.3849,0.011,0.0016163957064037116,-0.0380943055587827,3.1259911319315377
2022-12-26-12-37-32-250,0.30219987443815377,-41.77926272314727,0.22896275129361854,0.0313,-2.3791,0.0147,0.0011620000210451511,-0.038380924558289474,3.125884113228727
2022-12-26-12-37-32-300,0.30374509534174265,-41.899011772933875,0.23006196367873955,0.0398,-2.3797,0.0179,0.0006603534731796614,-0.03778925392760612,3.126110330205093
2022-12-26-12-37-32-350,0.3056337932562805,-42.0176820033187,0.2314611802188331,0.0438,-2.3731,0.0225,0.00014582845492297082,-0.03854272991426482,3.1264196285714063
2022-12-26-12-37-32-400,0.3071843099217233,-42.137435496456796,0.2328603873152204,0.0335,-2.3843,0.0235,-0.0007066592922565136,-0.03800753201207033,3.126683415383077
2022-12-26-12-37-32-450,0.30848406222839486,-42.25584822884994,0.23405960189660036,0.0253,-2.3683,0.0142,-0.0013079442960172844,-0.03932425072400922,3.1267132917197737
2022-12-26-12-37-32-500,0.30932466319136864,-42.37556398034755,0.2347588049580196,0.0166,-2.3816,0.0075,-0.0017561790214761822,-0.038654904162605974,3.126676889806444
2022-12-26-12-37-32-550,0.3099533497339806,-42.49372698391484,0.23555801721394687,0.0126,-2.3598,0.0116,-0.0017378328883240887,-0.03974197456341584,3.1265938861709155
2022-12-26-12-37-32-600,0.31038159905621754,-42.613145281856276,0.23625721759731277,0.0101,-2.3767,0.0116,-0.0015217613538199934,-0.03888656969037786,3.1266120497426284
2022-12-26-12-37-32-650,0.3107983699582455,-42.731177318724946,0.23705642504684477,0.0151,-2.3583,0.0146,-0.0013666340988016622,-0.03979875007162334,3.1266594438966666
2022-12-26-12-37-32-700,0.31140674929734935,-42.85045244179311,0.23795562192985997,0.0195,-2.3766,0.0163,-0.0014763849923829983,-0.039081827527780104,3.1267688217784806
2022-12-26-12-37-32-750,0.3121864237580265,-42.968451184072805,0.23905482724565985,0.0224,-2.3558,0.017,-0.001712298302488391,-0.04007127400153051,3.1269013179948595
2022-12-26-12-37-32-800,0.31329280062831266,-43.08748878862767,0.2400540210810469,0.029,-2.3738,0.0153,-0.0019030692125430186,-0.039656178017112145,3.1270732579891094
2022-12-26-12-37-32-850,0.3144618722272803,-43.20542648645668,0.2409532216842436,0.0281,-2.3528,0.0118,-0.00223183445773353,-0.04052897151822128,3.1271853223166137
2022-12-26-12-37-32-900,0.3156327071037488,-43.32425764833748,0.24175241262138059,0.026,-2.3698,0.0123,-0.0024094853612817734,-0.04004489448435063,3.127267140384888
2022-12-26-12-37-32-950,0.31655984104086343,-43.441895671847234,0.24265160976381495,0.0203,-2.3445,0.016,-0.0026381848765228235,-0.04081140652717871,3.1273058965030325
2022-12-26-12-37-33-000,0.31727417755841714,-43.56034392332151,0.2438507999873778,0.0144,-2.3616,0.0249,-0.002646180125106454,-0.04021222785657241,3.1273345118044378
2022-12-26-12-37-33-050,0.31773244906738185,-43.677455860779816,0.24534999649247524,0.0104,-2.3331,0.0276,-0.002598154720384075,-0.0409083117101989,3.1273646721760158
2022-12-26-12-37-33-100,0.3183063913843025,-43.79502507607239,0.24704918823424293,0.0147,-2.3372,0.0368,-0.002340635543135931,-0.04013401015819942,3.1275007026143182
2022-12-26-12-37-33-150,0.3188900447266132,-43.91133899902911,0.24884838533796128,0.0163,-2.3132,0.0367,-0.002228257998843514,-0.039961168317418826,3.127682838472992
2022-12-26-12-37-33-200,0.3196838480444075,-44.02788822212017,0.2509475803358683,0.0226,-2.3234,0.0406,-0.0022566730760767025,-0.038680012783384427,3.1278100023594404
2022-12-26-12-37-33-250,0.3204661745041033,-44.14374930663456,0.2527467753574726,0.0194,-2.3092,0.0275,-0.0025652605174250297,-0.03805535300383072,3.127827197447951
2022-12-26-12-37-33-300,0.3213950736643092,-44.25976910488381,0.2542459699515405,0.0244,-2.3184,0.0264,-0.002864392951709944,-0.03706382895995192,3.127770290132478
2022-12-26-12-37-33-350,0.3223849003821613,-44.375275018464606,0.25554516383966686,0.0215,-2.3004,0.0214,-0.0031385556759715677,-0.03664032848214692,3.127737943840731
2022-12-26-12-37-33-400,0.3233235120942606,-44.49081756142957,0.2570443558701925,0.0232,-2.3081,0.03,-0.003304681769043165,-0.03608387500039054,3.127845654845843
2022-12-26-12-37-33-450,0.3241897185845506,-44.605892836240486,0.2585435509776488,0.0194,-2.2936,0.0267,-0.003508415082372721,-0.03608162350820218,3.127974092909912
2022-12-26-12-37-33-500,0.3249826388499013,-44.721014728794756,0.26004274260581184,0.0221,-2.2992,0.0289,-0.0040495994289949724,-0.03586242652534007,3.128137058717854
2022-12-26-12-37-33-550,0.32596186982096675,-44.835923516997305,0.26124193336475443,0.0204,-2.2883,0.0183,-0.004394791992357935,-0.035686957684782555,3.128214145547591
2022-12-26-12-37-33-600,0.32699496294956454,-44.950568149872545,0.2623411241900797,0.0265,-2.2881,0.0177,-0.004830302517078215,-0.03540491319324527,3.1282923157381024
2022-12-26-12-37-33-650,0.3282284896783292,-45.06532154931325,0.2630403124061509,0.0269,-2.2862,0.007,-0.0052445004597832506,-0.03472925224004782,3.128279562913964
2022-12-26-12-37-33-700,0.32918741006116825,-45.17984963943789,0.2636394983590016,0.0225,-2.2894,0.0127,-0.005966964214562056,-0.034370023197788244,3.128251900893943
2022-12-26-12-37-33-750,0.3302028433642281,-45.2943666326712,0.2644386845092406,0.0183,-2.2844,0.011,-0.006113534923109314,-0.03406624330077112,3.1282220235275027
2022-12-26-12-37-33-800,0.33085625173375455,-45.4085839525365,0.2653378694285706,0.0173,-2.2802,0.0189,-0.006405038959566074,-0.03405219242290819,3.12824395235037
2022-12-26-12-37-33-850,0.33178515218462934,-45.52291337381514,0.26633705239395056,0.0208,-2.2808,0.0146,-0.006446133365122812,-0.03363146619830911,3.1283545373891606
2022-12-26-12-37-33-900,0.3324367966158164,-45.637197286737546,0.266936233577475,0.0167,-2.2823,0.0118,-0.0067863088399245765,-0.03321996581904267,3.1285528561326448
2022-12-26-12-37-33-950,0.3332835801934664,-45.75150561654881,0.2675354114880655,0.0171,-2.2842,0.008,-0.006753060684193226,-0.03294585603061726,3.128626649386458
2022-12-26-12-37-34-000,0.3338460421909506,-45.86585057162981,0.2679345889025875,0.0158,-2.2838,0.0065,-0.00710387153223153,-0.032741776286884475,3.128609667873888
2022-12-26-12-37-34-050,0.33465309070158433,-45.98009341755366,0.26843376271643393,0.0188,-2.2825,0.0088,-0.007277679517472853,-0.032568461566596346,3.1285092170370388
2022-12-26-12-37-34-100,0.33525352184874,-46.0945360440228,0.2688329327775669,0.0132,-2.2864,0.011,-0.007495068374136477,-0.03212906215159665,3.1284557342669985
2022-12-26-12-37-34-150,0.3359784521074296,-46.208740043942086,0.2695321055784028,0.0155,-2.2852,0.0148,-0.007333794854890785,-0.03220197394432383,3.128434170881169
2022-12-26-12-37-34-200,0.3364552681319424,-46.3234523797066,0.270331271362366,0.0123,-2.2948,0.0198,-0.007354639217427598,-0.032045640213006765,3.1284719181815537
2022-12-26-12-37-34-250,0.3369364960202592,-46.43774517445599,0.27143043769592623,0.0105,-2.2905,0.0232,-0.007357923019508641,-0.032809456821697947,3.1284916225299293
2022-12-26-12-37-34-300,0.33724554534402174,-46.552588481569146,0.2728295989274301,0.0067,-2.2931,0.0333,-0.007271258416248183,-0.03303883814981128,3.1284983281547287
2022-12-26-12-37-34-350,0.3376234663442279,-46.666670404692695,0.2750287625860359,0.0118,-2.2839,0.0512,-0.006994033319827716,-0.03440366796213882,3.1285234817351886
2022-12-26-12-37-34-400,0.3381620893324868,-46.78115189353164,0.27772792102528854,0.0166,-2.2851,0.0563,-0.006824664562085547,-0.03503727424707837,3.128590428236879
2022-12-26-12-37-34-450,0.33875104218253504,-46.89498520181134,0.28032708203051726,0.0172,-2.2715,0.0489,-0.00703322220981371,-0.03608903396676664,3.128697326250171
2022-12-26-12-37-34-500,0.33950864349469256,-47.00930353506806,0.2825262385851772,0.0166,-2.2811,0.0427,-0.007096798742517454,-0.03583926070036519,3.1288075930630797
2022-12-26-12-37-34-550,0.34008700192900143,-47.122876011889744,0.2844253964806427,0.0107,-2.269,0.0367,-0.006992541115677138,-0.03636160423516545,3.1288592729080027
2022-12-26-12-37-34-600,0.34056558113847935,-47.23696126335467,0.28632455049253025,0.0106,-2.2826,0.039,-0.006720548149835008,-0.03623176249004526,3.1287727570591546
2022-12-26-12-37-34-650,0.34090553087924746,-47.35084672907983,0.28772370317438956,0.017,-2.2834,0.027,-0.0070874035653408,-0.037150299377879795,3.1287454834272523
2022-12-26-12-37-34-700,0.3420313386668745,-47.46555906595678,0.2888228497330907,0.0398,-2.2999,0.0203,-0.008328749360867681,-0.03800884182931408,3.1289100700875636
2022-12-26-12-37-34-750,0.3436524951332416,-47.58026363019729,0.2895219915244027,0.0321,-2.2914,0.01,-0.009283551136232462,-0.03901319945371572,3.129043279358209
2022-12-26-12-37-34-800,0.34545907817930654,-47.69476064291753,0.29012113339571144,0.0414,-2.2882,0.0176,-0.009919625020028364,-0.04028519406866567,3.1292586349237475
2022-12-26-12-37-34-850,0.34745903417288027,-47.80957730735211,0.29082027218140993,0.0421,-2.2949,0.0135,-0.010766607859120718,-0.04084600038412322,3.1292183134547034
2022-12-26-12-37-34-900,0.34877556144887656,-47.924407289440154,0.29141940644186803,0.0259,-2.2937,0.0139,-0.012299457865637284,-0.04119884295249048,3.1292106682668073
2022-12-26-12-37-34-950,0.35010268635784314,-48.03911629382744,0.2921185403775368,0.0172,-2.2917,0.015,-0.012699857322542517,-0.04147219141084288,3.1291580834686665
2022-12-26-12-37-35-000,0.3506377776120182,-48.15397180683,0.2931176724550255,0.0017,-2.2933,0.026,-0.01257774387789687,-0.041362151403470944,3.1291831255924007
2022-12-26-12-37-35-050,0.35104925359189565,-48.268645296826946,0.2943168021344391,0.004,-2.2967,0.0248,-0.011641726941644963,-0.041694357984160796,3.1291087149807257
2022-12-26-12-37-35-100,0.3510607366756169,-48.38406796824758,0.2953159259297422,0.0046,-2.3087,0.0239,-0.01153605025740302,-0.04169823135846315,3.1290768575731556
2022-12-26-12-37-35-150,0.3512973792715517,-48.49953836204251,0.29601504648820054,0.0028,-2.3107,0.0128,-0.011181069887594874,-0.0421128936111091,3.1290356817654423
2022-12-26-12-37-35-200,0.35150929889809035,-48.615262920108684,0.29641416294619916,0.008,-2.3132,0.0137,-0.010967880415284596,-0.04252817905101776,3.1290526513923194
2022-12-26-12-37-35-250,0.35243820027053196,-48.73116506244058,0.296813275924233,0.023,-2.3189,0.0117,-0.010676413763780415,-0.043132664465027906,3.1290936089117034
2022-12-26-12-37-35-300,0.3534244944869407,-48.84745788578951,0.29711238312782484,0.0255,-2.3226,0.0134,-0.011185473807083261,-0.04348747586951116,3.129129931587085
2022-12-26-12-37-35-350,0.35481519489614044,-48.963656370763125,0.29761148915773106,0.0266,-2.3219,0.0097,-0.011513935591876728,-0.04395578514513371,3.1291476788977706
2022-12-26-12-37-35-400,0.35589155279198437,-49.08030880170807,0.2978105898285328,0.0178,-2.328,0.0073,-0.011863620144042132,-0.0438111747554957,3.129137501690916
2022-12-26-12-37-35-450,0.3569908708057259,-49.196668219257106,0.29800969066576144,0.0182,-2.3262,0.004,-0.011829149996035,-0.04409910112878526,3.12913463207292
2022-12-26-12-37-35-500,0.35763456685827144,-49.31384119098935,0.29810878339564084,0.011,-2.3402,0.007,-0.011900053403485326,-0.04347837994648806,3.129084141861868
2022-12-26-12-37-35-550,0.35820851033792245,-49.43041593149641,0.2986078785067754,0.0103,-2.3338,0.0152,-0.011732059389235073,-0.043899073952309145,3.1290061221536454
2022-12-26-12-37-35-600,0.35855640954374124,-49.548039527341885,0.29940696267280487,0.0041,-2.3519,0.0211,-0.011460007762876784,-0.04330353659702787,3.128925253736471
2022-12-26-12-37-35-650,0.35884956361871545,-49.66491394372511,0.3005060501597754,0.0024,-2.3398,0.0264,-0.010671304329848494,-0.044212881324384334,3.128851490415055
2022-12-26-12-37-35-700,0.3590226312716247,-49.782817235724835,0.30170512923245596,0.0046,-2.3574,0.0313,-0.009989779751042753,-0.044076715326359664,3.1287775027141107
2022-12-26-12-37-35-750,0.3592027651711476,-49.90002906438297,0.30310421163647305,0.0039,-2.3434,0.0297,-0.009299143698330268,-0.04496656025792847,3.1287036226825276
2022-12-26-12-37-35-800,0.35924780377239607,-50.018230919260844,0.30420328187003776,0.0003,-2.362,0.0262,-0.008605146281104783,-0.04458273017154351,3.1286651296378607
2022-12-26-12-37-35-850,0.35959040474016746,-50.13568580906974,0.3049023569972569,0.0167,-2.346,0.0059,-0.00809691322716141,-0.04527526531701509,3.1287191119909465
2022-12-26-12-37-35-900,0.36071797613378287,-50.254216176245336,0.3038014217689309,0.0411,-2.3657,-0.0303,-0.00905796715587927,-0.04399421308901912,3.1289699883927016
2022-12-26-12-37-35-950,0.3624133065120283,-50.37303511299362,0.3024004818940149,0.0292,-2.3755,-0.0185,-0.009636065041648274,-0.04243721816272388,3.129225187695761
2022-12-26-12-37-36-000,0.36411481397730583,-50.491174797667355,0.30149954540329205,0.03,-2.3689,-0.0102,-0.00958720549171649,-0.04245527582785721,3.1294227158923613
2022-12-26-12-37-36-050,0.3653907266047689,-50.61078620790319,0.3008985948670322,0.0256,-2.3937,-0.0023,-0.009904920464000681,-0.04138348108971286,3.1291813254423575
2022-12-26-12-37-36-100,0.3658410533926908,-50.72984933417197,0.3008976446626477,0.0091,-2.386,0.0062,-0.010744252966476183,-0.041856917374732884,3.1288835532129715
2022-12-26-12-37-36-150,0.366198664914382,-50.850182187028835,0.3013966851188705,0.0016,-2.4079,0.0147,-0.010487434940348444,-0.041434953886227074,3.12876036476768
2022-12-26-12-37-36-200,0.36629403146852546,-50.969802489358464,0.30259572539327095,-0.0005,-2.3936,0.0311,-0.009340210388058486,-0.04269348010949864,3.12887407611004
2022-12-26-12-37-36-250,0.3663063996797007,-51.090405053259445,0.3036947589650616,0.0102,-2.4085,0.0202,-0.0083568626706732,-0.04299803618934071,3.1290461873734485
2022-12-26-12-37-36-300,0.36621280813539236,-51.210975420595474,0.3039937893697058,0.0076,-2.4093,0.0101,-0.008527745449181598,-0.0430491564642526,3.129188446560238
2022-12-26-12-37-36-350,0.36622429190933126,-51.33227277057242,0.30409281068157057,-0.0004,-2.4215,-0.0008,-0.008002094096569783,-0.04234500117842064,3.129228883325733
2022-12-26-12-37-36-400,0.3663117139640857,-51.453157236429455,0.30389183336458103,0.009,-2.4216,-0.0013,-0.007176187172846104,-0.04249843706976745,3.1291929174654634
2022-12-26-12-37-36-450,0.3666216438497205,-51.575108312078015,0.30349084499877677,0.0151,-2.4371,-0.007,-0.006760977288240763,-0.041765691405832216,3.12897528620002
2022-12-26-12-37-36-500,0.36681678839456744,-51.6967108824045,0.303389859437889,0.0129,-2.4324,0.004,-0.007011466209448703,-0.041722058837757474,3.1288123973087383
2022-12-26-12-37-36-550,0.3673033179059111,-51.819035997099874,0.30358886249857875,0.0132,-2.4436,0.0083,-0.006902603339390783,-0.041002326505804744,3.1288025480317967
2022-12-26-12-37-36-600,0.3676821207449894,-51.941212390004274,0.30418786589918767,0.0099,-2.4472,0.0168,-0.006671547943818805,-0.04096332958458318,3.1288672771101256
2022-12-26-12-37-36-650,0.36806887279519884,-52.06406360123512,0.304886860577966,0.0098,-2.46,0.0143,-0.006056434696394483,-0.04075497032843109,3.128904685799181
2022-12-26-12-37-36-700,0.3682057397843703,-52.18702136074613,0.30548585348804025,0.0086,-2.4645,0.017,-0.0058342139131500066,-0.041206941158046684,3.1288787236600384
2022-12-26-12-37-36-750,0.36841677757138136,-52.31054738861596,0.3060848383166004,0.0053,-2.471,0.0093,-0.005383004483420595,-0.04148846004367973,3.128811691392869
2022-12-26-12-37-36-800,0.3684362104850365,-52.43427985491407,0.3063838201350322,0.0052,-2.4756,0.0078,-0.005061801365906539,-0.04199040369894379,3.1287870720926
2022-12-26-12-37-36-850,0.36876821689967265,-52.558389686169306,0.30668279514245356,0.0114,-2.4826,0.004,-0.004521178701144164,-0.04235493897846174,3.1287285031887726
2022-12-26-12-37-36-900,0.36900132855429923,-52.68286245322443,0.3069817646393709,0.0124,-2.4896,0.0119,-0.004393284726015912,-0.04266559601378379,3.1287212134371796
2022-12-26-12-37-36-950,0.3694286958035544,-52.80739293843416,0.3074807321415953,0.0102,-2.4922,0.0096,-0.003919380273877335,-0.0431210915009172,3.128654488592304
2022-12-26-12-37-37-000,0.3695735119439991,-52.93230966532735,0.3078796943871609,0.0086,-2.4976,0.0133,-0.003783569345635696,-0.04326489298280679,3.128605441087865
2022-12-26-12-37-37-050,0.37006622041264414,-53.057185328486824,0.3084786534340864,0.0157,-2.4996,0.0131,-0.003475411325096529,-0.04360704134288842,3.1285531472710173
2022-12-26-12-37-37-100,0.3703602576751237,-53.18256932246999,0.3088776066431649,0.0107,-2.5093,0.014,-0.0035173107812240412,-0.04348208391913323,3.1285758236009507
2022-12-26-12-37-37-150,0.3708759272324542,-53.30759814934328,0.30927655873795246,0.0114,-2.5037,0.0086,-0.002997922629899471,-0.044113196041305223,3.1285907792400445
2022-12-26-12-37-37-200,0.37107371832784963,-53.433386143859124,0.30937550383271173,0.0071,-2.5149,0.0085,-0.00275679054098452,-0.043886554757944465,3.1286167395989515
2022-12-26-12-37-37-250,0.37131830874951355,-53.55863916951745,0.3096744491293677,0.0053,-2.5051,0.0087,-0.002174798686027975,-0.044367947876851284,3.1285749283692175
2022-12-26-12-37-37-300,0.3711655610014333,-53.684652473384375,0.3097733856181719,-0.0008,-2.5185,0.0084,-0.0017786369932663415,-0.04373308710160527,3.128551350245113
2022-12-26-12-37-37-350,0.3711487886345939,-53.810130808009006,0.31007232715068866,0.0029,-2.5099,0.0096,-0.0010185980973812282,-0.04394906538316744,3.1285086375179145
2022-12-26-12-37-37-400,0.3710348892284596,-53.93627064007556,0.31037125677619315,0.0021,-2.5239,0.0151,-0.0005694557832580006,-0.04336386721874864,3.1285318933844253
2022-12-26-12-37-37-450,0.3710975892299935,-54.0619154620896,0.3110701916943448,0.0013,-2.5119,0.0182,0.0002685782117073103,-0.043574688558516636,3.1285289025009524
2022-12-26-12-37-37-500,0.3710101777179542,-54.187825549875086,0.31166911930582586,0.0018,-2.5173,0.0161,0.001030288347617671,-0.04317576945497636,3.128524944268742
2022-12-26-12-37-37-550,0.37103490610121703,-54.31352364756867,0.3122680464470129,0.0055,-2.5111,0.0164,0.0016696951645130598,-0.04289918622084161,3.1284593931054294
2022-12-26-12-37-37-600,0.37095191437815345,-54.439429294119414,0.3128669690561523,-0.0001,-2.5182,0.0181,0.0021357696332948775,-0.04229584329935981,3.128396653231209
2022-12-26-12-37-37-650,0.37091218517135083,-54.56497533914478,0.3138658938026566,0.0003,-2.5099,0.0244,0.0029439154931383163,-0.042263269311958625,3.1283730300776096
2022-12-26-12-37-37-700,0.3710154982750229,-54.69059796585543,0.31496481493272555,0.01,-2.5135,0.025,0.003486457461572524,-0.04212731374828188,3.128350223109783
2022-12-26-12-37-37-750,0.3713316114862586,-54.816222811134566,0.31586373276965674,0.0135,-2.5094,0.0151,0.0037218321281641664,-0.04178322885812869,3.128302395660304
2022-12-26-12-37-37-800,0.3718190223485376,-54.94179659877691,0.31626264890175904,0.0164,-2.5118,0.0092,0.0037178288140989895,-0.041244268863824936,3.1283111868313864
2022-12-26-12-37-37-850,0.3725633805978745,-55.06744141829603,0.31646156339733267,0.0187,-2.5117,0.0034,0.0038792321683877367,-0.040621418798719326,3.12828895946995
2022-12-26-12-37-37-900,0.3732812512722301,-55.19308401406036,0.31646047352572637,0.0208,-2.5165,0.0025,0.003718861036725203,-0.04016288804439035,3.128274861660184
2022-12-26-12-37-37-950,0.37409977973859476,-55.31897411538668,0.3162593797955999,0.0189,-2.5195,-0.0041,0.0035127331142086183,-0.03969042038219861,3.128242180701553
2022-12-26-12-37-38-000,0.37482559655740744,-55.44482314886848,0.3158582827069836,0.017,-2.5209,-0.0011,0.0032885463571881096,-0.03955851665274023,3.12825545024787
2022-12-26-12-37-38-050,0.3756114564582287,-55.570814253208184,0.3158571835038657,0.0166,-2.5194,-0.0005,0.003303068962641274,-0.03945778661557088,3.128287246691089
2022-12-26-12-37-38-100,0.3761871668379353,-55.69691857177917,0.3162560793479017,0.0148,-2.5181,0.0064,0.0032901008521396915,-0.03932530115041953,3.1282895843501826
2022-12-26-12-37-38-150,0.37669930043214883,-55.82287638289171,0.3167549756645087,0.0122,-2.5138,0.0064,0.0032912796300631954,-0.0391389553656037,3.1282610583921815
2022-12-26-12-37-38-200,0.3770860520711672,-55.948988472018826,0.31745386723909164,0.0085,-2.518,0.0107,0.0033914941493313894,-0.03856267550205003,3.1281924933768637
2022-12-26-12-37-38-250,0.3774445479340205,-56.074486789575204,0.31825276226850363,0.0072,-2.5042,0.0086,0.003785841519975697,-0.038466331756543626,3.1281166893466734
2022-12-26-12-37-38-300,0.3776688321195838,-56.20024482172189,0.31905165111725253,0.0078,-2.5088,0.0136,0.004166504549353281,-0.03766146500384554,3.128068999516406
2022-12-26-12-37-38-350,0.37786486017296994,-56.325412393258695,0.320150544857146,0.0075,-2.5,0.0168,0.0044293060179424635,-0.03751426690179206,3.1279813889795975
