gps_time,x,y,z,ve(m/s),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2022-12-17-16-42-24-600,10.083714349504994,20.100271377983944,0.08346022943079845,1.4408,2.852,-0.0109,0.040712922048078255,0.011524321348123645,0.46229804635002947
2022-12-17-16-42-24-650,10.155059631257048,20.243270053908418,0.0827596622845519,1.4424,2.8546,-0.0116,0.04091635240715625,0.0114549166723553,0.4624538751226873
2022-12-17-16-42-24-700,10.226421312555578,20.386250994348245,0.08205909119043397,1.4415,2.8557,-0.0107,0.04105633034389362,0.011285750477526118,0.46260709488991286
2022-12-17-16-42-24-750,10.297918074170067,20.529223067383427,0.08135851520899706,1.4441,2.8542,-0.0105,0.04119966664317767,0.011124903830908878,0.4627536957053897
2022-12-17-16-42-24-800,10.369459219938673,20.672113110378724,0.08065793632897744,1.4464,2.8526,-0.011,0.04144022326213165,0.010895661640443506,0.46292013361898543
2022-12-17-16-42-24-850,10.441096853962021,20.815000936935473,0.08005735395475533,1.4491,2.8517,-0.0077,0.04176267619246976,0.010549506772344163,0.4630166691063636
2022-12-17-16-42-24-900,10.512858954397124,20.957745764665017,0.07955676577925175,1.4483,2.8501,-0.0095,0.04197396006194284,0.010108688945714666,0.4630776111867344
2022-12-17-16-42-24-950,10.58469921048587,21.100682367294525,0.0789561744783498,1.4485,2.8524,-0.01,0.04220156947943968,0.010000403081507452,0.4631455882355345
2022-12-17-16-42-25-000,10.656546216335544,21.243775272381985,0.07835557757382183,1.4497,2.8581,-0.0082,0.04246751597898107,0.01012603636656218,0.46331248726511864
2022-12-17-16-42-25-050,10.728454010077941,21.38696905463916,0.07785497598579205,1.4506,2.8628,-0.0062,0.04277096878384309,0.010286913573894623,0.46347494526951455
2022-12-17-16-42-25-100,10.800420658676895,21.53023932542715,0.07735437095777975,1.4508,2.8674,-0.0072,0.043089842724563766,0.010360591042564652,0.4636159101201307
2022-12-17-16-42-25-150,10.872460638463616,21.673701370997886,0.07685376028553748,1.4528,2.8696,-0.0054,0.04335596852177922,0.010332149331607076,0.46372221999237195
2022-12-17-16-42-25-200,10.944567188361585,21.817213300838212,0.0764531453751971,1.4521,2.8716,-0.0049,0.043427350899936164,0.010009681949942756,0.4637751397715558
2022-12-17-16-42-25-250,11.01667760074599,21.960843843859237,0.07585252673786869,1.452,2.8707,-0.0103,0.04329174321528592,0.009759897286541286,0.46379748796213605
2022-12-17-16-42-25-300,11.088692483648853,22.104605192687238,0.07525190353332611,1.4527,2.872,-0.0087,0.0432379840549049,0.00965524425535893,0.46390919224566946
2022-12-17-16-42-25-350,11.160630175950384,22.2484108822416,0.07465127599756016,1.4496,2.8731,-0.0105,0.043209770266494335,0.009646482405807946,0.464042797758415
2022-12-17-16-42-25-400,11.232629620340168,22.3921567126674,0.07405064477657675,1.451,2.8723,-0.0113,0.04314814454065542,0.009652206876314977,0.4641507988721548
2022-12-17-16-42-25-450,11.30473326731243,22.535869286668632,0.07325000770534373,1.4539,2.8715,-0.0143,0.043079577884727424,0.009729949775318261,0.46421977768758566
2022-12-17-16-42-25-500,11.376882261485703,22.679550822794397,0.07234937035504174,1.454,2.8728,-0.0171,0.04292475852324244,0.009759929138800135,0.4642664033207946
2022-12-17-16-42-25-550,11.44915379452738,22.823290002346106,0.07144872532898638,1.4564,2.8743,-0.0145,0.04294254848977509,0.009791852397643002,0.4643284883474795
2022-12-17-16-42-25-600,11.521529534001154,22.96699703572465,0.07054807658597362,1.4579,2.8731,-0.0145,0.04305293426432513,0.009725497161143744,0.4644658415184614
2022-12-17-16-42-25-650,11.594032636568292,23.110931317004106,0.06954742257435065,1.4611,2.8769,-0.0154,0.043197019013152316,0.009901428321966827,0.4646070479400993
2022-12-17-16-42-25-700,11.666577226259115,23.25490218011507,0.0686467662847825,1.4623,2.8774,-0.0149,0.04328919187553207,0.01011237345793867,0.46475167325230243
2022-12-17-16-42-25-750,11.73925689746551,23.399043756685103,0.0678461027600914,1.465,2.8812,-0.0137,0.04359683184744266,0.010384664630736798,0.46488883729940655
2022-12-17-16-42-25-800,11.812043671089544,23.543105520716033,0.06704543620052483,1.4665,2.8821,-0.0125,0.04400166341090369,0.010363952895769843,0.4649577800737883
2022-12-17-16-42-25-850,11.884946224162046,23.687248207498637,0.06634476549023915,1.4661,2.8832,-0.0122,0.044271284404479194,0.010221160388720838,0.4650033270411597
